,GenNorm,LogNorm,T
IQ,0.8715457978542596,0.20189388083575888,0.7450004806639808
IQV,0.6597637880882694,0.4434122473708936,0.6348784110115508
IR,0.9456599037207649,0.06902483005610194,0.8736128092501614
IRAA,3.331127979132135e-06,4.946706960698605e-07,1.9378994106961644e-06
IRBT,0.8100707072227865,0.0344576264656703,0.9720801751182259
IRDM,2.0603354188662727e-09,4.0972262787467284e-07,2.026014131434697e-06
IREN,0.8218914400079029,0.9349158711886723,0.9285361083816267
IRIX,0.07791795159468551,0.09390260627327918,0.1603209087677755
IRM,1.0207869443087881e-05,0.01537267821020305,0.03939565273621948
IRMD,0.5439968496575964,0.0023094339508902273,0.9984284629173302
IROH,0.000764157774847285,0.0010154183264146077,0.0007152151585350097
IRON,0.060456522786672795,0.009809505906767324,0.731097317395504
IROQ,0.0013665669844860062,0.06716877671002908,0.2897767351474052
IRRX,9.302730350923576e-08,2.4444073679156415e-07,3.194795658786696e-05
IRS,0.01382614950903338,0.022764372139486566,0.21176373956347205
IRT,0.039801132390650196,0.039326027236098904,0.36379691758582877
IRTC,0.9120984850148415,0.7290317278269498,0.9142586044111842
IRWD,0.863488902785209,0.1604012937387792,0.6198868363662812
ISDR,4.3606649146046e-17,1.0049963463268207e-15,5.399047005592986e-15
ISPC,0.9617093774069959,0.371111361860224,0.9965893457125824
ISPO,0.43464480431422303,0.31978300383809843,0.549062458747266
ISPR,0.6550285360342615,0.2158322235371466,0.8820798546965077
ISRG,0.5991825214594038,0.962495916071438,0.7184559313735862
ISRL,7.940335759354934e-06,0.0005136284582491524,0.009705351615844404
ISSC,0.593896223986712,0.34908517518683424,0.5872578837722244
ISTR,0.056431464479093196,0.004852217037331852,0.6044749161697149
ISUN,7.682212286858759e-09,3.075967659244842e-08,5.800921739730431e-07
IT,0.49114839857189097,0.25522242205961576,0.380076648427331
ITCI,0.703107935735817,0.4828474850196264,0.7273632335759564
ITGR,0.49196340553048734,0.06537239120002059,0.6228361725383103
ITI,0.008959274599465439,0.22705277513048905,0.2180341924996061
ITIC,1.2879302107630788e-10,7.551826362908841e-11,1.3289937716380757e-17
ITOS,0.8669937436724973,0.6699324887230524,0.7364378780008367
ITP,2.0832353481574194e-21,1.0139391830325829e-22,1.1575487190044e-41
ITRG,0.9002368898217206,0.3963939781492597,0.9959227208168984
ITRI,0.002513920820587323,0.12591015508780845,0.2860124237317835
ITRM,0.8509298903890077,0.33162613563546806,0.7021459248872856
ITRN,0.8907612176744314,0.7154735260829437,0.88012639628742
ITT,0.5802775187355786,0.2944321252836556,0.47916667819679215
ITUB,0.9180634344039615,0.475656840957116,0.5263977004839621
ITW,0.010795175489070608,0.017188161592844975,0.036228229077111984
IVA,0.9079791860454639,0.11999444124530478,0.9740558403146278
IVAC,0.00030945301590751435,0.06649932549711512,0.012621752906448958
IVCA,1.2879302107630788e-10,9.76761970100218e-07,1.8390709459106395e-06
IVCB,9.302730350923576e-08,5.5558774341531356e-08,5.735563905015194e-07
IVCP,7.682212286859297e-09,1.3956436346163778e-08,1.0641613312505514e-08
IVDA,1.9654631089427038e-22,5.115937189264052e-24,1.859453876340881e-44
IVP,0.8711223625320236,0.056895874256136625,0.9577284261661816
IVR,0.801849184917162,0.01955745312244661,0.7377204375612818
IVT,1.9654631089373506e-22,3.698505459622452e-21,1.0846877715299707e-35
IVVD,0.20635009432256668,0.00012919461487660193,0.970122141661426
IVZ,0.2035898419718738,0.08672627476975092,0.23404455408105573
IX,6.655149475384615e-12,3.7562092259418455e-11,6.682539670686262e-13
IXAQ,3.4495449617929455e-24,1.987421660407176e-11,2.5996153337411696e-10
IXHL,0.6587121114672598,7.746451897773367e-05,0.9245188523051946
IZEA,0.0015960063737481267,0.0010042589999770257,1.291606932689947e-13
IZM,0.9849223345371653,0.3326336177163892,0.7770574784167767
J,0.45833771890771846,0.13327785291421923,0.3529294907427304
JACK,0.6747353418705717,0.3488485045464962,0.7580742960323861
JAGX,0.7249646591456951,0.33748975672629133,0.8251821610784577
JAKK,0.0003052953211817647,0.001663322308378512,0.0024922847708099827
JAMF,0.9065780667315511,0.6790446309990255,0.9712188196157369
JAN,4.3606649143353584e-17,1.2925630117716018e-15,2.8849977486739446e-19
JANX,0.5459962658513315,0.21543467537690242,0.7070477015269437
JAZZ,0.14894403921437827,0.08104674537419354,0.6686844407790349
JBGS,0.5561299756838547,0.09788406317233134,0.8592746248013842
JBHT,7.682212287451644e-09,6.82453573949677e-10,1.3213153854006904e-11
JBI,0.014785495470044263,0.013800078287641404,0.039110680975728784
JBL,0.04563722154827088,0.03095182855472922,0.02867375528930538
JBLU,0.9795398703168136,0.9607454740896566,0.9701799532702623
JBSS,0.00010737210051681427,0.003252071103533649,0.02188556642667827
JBT,0.9068999560378774,0.22965081927480846,0.8407609403527115
JCI,0.004420453547650971,0.01065541692164218,0.3504181333587789
JCSE,0.7742128675591228,0.042387208125411524,0.7391056631560229
JCTCF,7.0044342227107925e-19,8.562316097932807e-10,6.271333039172212e-14
JD,0.6365673008852741,0.986958519256746,0.6923411693555248
JEF,5.664368729661459e-06,0.0020735296008447257,0.019244637317691327
JELD,0.9953010408405616,0.819097406233508,0.9923543154456539
JEWL,0.2497308545235969,0.19538058873930064,0.4397360950802961
JFBR,0.6695018004602498,0.549217965720425,0.7389029600574073
JFIN,0.2516808703071951,0.03354143541976595,0.5641114132290355
JFU,0.2887194740615896,0.023803412656050904,0.6675979355594777
JG,0.8829041954957217,0.21670633221434732,0.814680997917524
JHG,0.5748087402314008,0.32426559126231425,0.992385250749816
JHX,2.998979645836343e-11,9.825897071585592e-09,3.222997897729253e-11
JILL,0.8670672192055949,0.6365640740140052,0.9878081754601498
JJSF,0.0005012213506964589,0.0024783286826910444,0.01864199356533136
JKHY,4.2352406460263573e-08,7.965708259336348e-08,1.2415007603812004e-09
JKS,0.9678180998861254,0.768816922288724,0.9945845547201598
JLL,0.9060539018249985,0.4252958019515517,0.7292335860346713
JMIA,0.15418575022312409,0.3715349298784897,0.5269632826535906
JMSB,7.049654943311624e-09,6.145916765862909e-06,3.0162844896807486e-09
JNJ,0.966900762522193,0.9872473067900234,0.9911555695347595
JNPR,0.49518960965953285,0.34312015304704635,0.6864288027485977
JNVR,0.5942331652472428,0.0891083267368834,0.9897873707184329
JOB,1.4271744945168663e-05,0.0030472440191612327,0.0021699619805284343
JOBY,0.701318402736778,0.06918496125650375,0.7373303750662887
JOE,4.919896381992468e-06,0.007496025025896524,0.33757011687946337
JOUT,0.045637221574903686,0.039180383397487306,0.028123727801286913
JPM,0.7481726558012385,0.5845410146624973,0.6136228901016455
JRSH,0.6969486933826203,0.17258526659883655,0.8046612068055572
JRVR,0.9914756117445201,0.8443900023556246,0.9989786780917403
JSPR,6.655149475384615e-12,1.8020158251015486e-12,1.4078638636572223e-11
JTAI,8.030949453099248e-05,2.7411648432050254e-05,4.7840921257223125e-05
JVA,0.1734637683372373,0.13045353245504265,0.48317381118153324
JWEL,0.5863643628784425,0.17234409889175317,0.8701467042164613
JWN,9.302730350899006e-08,6.439595595249846e-06,4.099877754388712e-09
JWSM,0.174377025707665,0.09155849184233478,0.14891881164021858
JXJT,9.004650369517282e-19,3.500745819870932e-18,2.5312074660281998e-68
JXN,0.9354174247323362,0.3865439352666219,0.9977338288875746
JYD,0.9730823557665329,0.17993949919569885,0.9976357946584687
JYNT,0.9286403805043062,0.44667115612221664,0.9679415497147199
JZ,0.08342682330539175,0.005645172865438752,0.39686395889184123
JZXN,0.7161108248136727,0.05559079792818011,0.7308517339154285
K,0.0002940210934723295,0.017552230482546283,0.05279963383753283
KA,0.7550177766425146,0.06487974951502085,0.9051050922852245
KACL,1.2879302107558956e-10,1.4471556624260478e-09,1.695971226968936e-12
KAI,0.00016010356745839007,0.017063357357744446,0.005349095380084989
KALA,0.7519185426213129,0.09738847574455911,0.9218243194137318
KALU,0.062101727140142726,0.040227542185015785,0.6068223014053723
KALV,0.8301874650781611,0.36921026682806835,0.8401447011292008
KAR,0.9185693718717748,0.6561361353302924,0.8028810224376077
KARO,0.9161454342314838,0.21789300274788215,0.9500785134476105
KAVL,0.4714818162808554,0.5334258681682655,0.6168257492465927
KB,0.729365051942347,0.48754138956681825,0.4160033743162954
KBH,2.694396682189781e-05,0.005906781491703206,0.010567446447281248
KBR,0.9857904792664786,0.7001303557895304,0.9811999554064021
KC,0.908191620767482,0.5901255957024274,0.590371233470271
KCGI,2.319402806475499e-06,0.0056834507724118355,0.00842403290619631
KD,0.9235252418975235,0.5546746450781306,0.8881918263694172
KDP,0.9662745549415279,0.6250566220015943,0.948198342151202
KE,0.2997514041757322,0.07726009784929333,0.7187412216886568
KELYA,2.7351554834571666e-08,6.81195457315041e-07,2.0467502815786158e-07
KELYB,1.4067140498012532e-12,1.1099422099243078e-11,9.097563753060352e-12
KEN,0.00032391868690099656,0.04992630395713471,0.11689823470952732
KEP,0.004479576630932569,0.04634796819360121,0.27490027382438065
KEQU,6.438646606573047e-18,1.3626954728182585e-14,1.8754324360173242e-15
KEX,0.3552504301406182,0.1480733133574611,0.4342407583516378
KEY,0.41792357175731554,0.6214881962796578,0.38164796061332185
KEYS,0.8822833538855605,0.9866751898948436,0.7627518668873754
KFFB,0.0004126614740472345,0.005031495746625314,0.0006886504821020933
KFRC,0.10135282774425847,0.12012858175559227,0.09946789217458563
KFS,0.3349227368809451,0.02122314939867498,0.6540366113166898
KFY,0.14267458074145867,0.12385891844289154,0.7291896009773848
KGC,5.418411762417041e-14,1.1436980507591462e-10,7.583024432259683e-16
KGEI,0.9315960022707783,0.5430637906481481,0.8883261338045317
KGS,0.7256013690207772,0.9519260479985855,0.6845978792611382
KHC,0.7710200895804442,0.8288772677796115,0.8304271208778994
KIDS,0.9226263131940597,0.7570395255223024,0.8414963986705665
KIM,0.00014541354653087326,0.0035916595128260287,0.004207157732199374
KIND,0.9147877046544555,0.9182154652475418,0.9044324008297048
KINS,7.682212286859844e-09,9.338323430932832e-09,2.8552449273042846e-17
KIRK,0.802777255256348,0.043016139669046605,0.7182876738043842
KITT,9.396376038760798e-07,1.316378429633793e-05,0.0001376292310953371
KKR,0.9915579640656543,0.7165469261067967,0.8659049909083585
KLAC,0.025646422214200548,0.022145774814606223,0.02377088301157748
KLG,0.5212042360254039,0.17948463336027531,0.7990750960592529
KLIC,2.7351554837132716e-08,2.2228497868033162e-08,1.8998050381365373e-27
KLTR,0.9728104537447592,0.5508276159006553,0.9928104347537912
KLXE,0.5680020212510858,0.296754890176964,0.6716801571566023
KMB,0.026169451129618437,0.1487322138733217,0.29280964921980335
KMDA,0.9725571050441331,0.9784325353545213,0.9743786951534211
KMI,0.9318303553273644,0.7502417553289165,0.8912927352218003
KMPR,2.8933347790880567e-06,0.16919939563914743,0.21543938907410032
KMT,0.0007682122634442567,0.0034426349539266043,0.010049511691129664
KMX,0.429166986544144,0.29196078001351977,0.31697355060372057
KN,0.9751673557620992,0.8748714805639097,0.9492641754968566
KNDI,0.0002409511217478218,0.13482945319618567,0.35539659420105807
KNF,0.976652832054623,0.9191190554231586,0.9368466849853847
KNOP,0.9929553667455383,0.7063040676464026,0.9620493564754368
KNSA,0.965094129490859,0.7528695078000617,0.9853143057465857
KNSL,0.8758801081981744,0.6993105981319603,0.845580901062898
KNTK,0.8605626447928322,0.035400938520245395,0.9836647793530546
KNW,7.682212286859844e-09,6.483939975595024e-08,3.482688544999605e-10
KNX,0.0007682122635246369,0.005914346145206251,0.009818467614678417
KO,0.6204097573638616,0.35136025542385896,0.5936013916277021
KOD,0.5928732483453911,0.10141394673046145,0.8270996856506578
KODK,0.38501585973288743,0.2638763462242253,0.49467293439238247
KOF,0.1978726027729506,0.425032901005591,0.38198305330341276
KOP,0.7718677689266726,0.21226724923795548,0.6333210903877331
KOPN,8.280957317931061e-07,9.849371220938333e-05,0.00015413587708588538
KORE,0.5144290576515066,0.04389961458528335,0.4464724381507603
KOS,0.9966034754552181,0.6114093743227806,0.9750496052829182
KOSS,2.830515996855453e-13,2.396188390939433e-10,6.329090874682385e-24
KPLT,0.013826149517821351,0.00531692659624583,0.011655855820098426
KPRX,1.2879302107630788e-10,6.336015307046637e-10,3.5536405887893364e-10
KPTI,0.2879458224444945,0.06030881999340576,0.3344701311241576
KR,0.43141351293736196,0.3905733873897691,0.4179402865437273
KRC,0.14444410508210748,0.14617766118130382,0.13079793791168304
KREF,0.5938962165525946,0.22228422745818777,0.6783664224434299
KRG,0.5297431726069015,0.27004980747067975,0.5050860921142151
KRKR,0.3296174291418975,0.09605975986482906,0.8478214312457741
KRMD,1.7052698955529038e-15,1.3079550494312433e-15,1.1544884366145936e-30
KRNL,0.025646422214193998,0.07782659214933807,0.15875080416862775
KRNT,0.9537338678897814,0.5454719604301025,0.9304565575044479
KRNY,0.9653152384638833,0.857443794921376,0.9717781808374323
KRO,0.9177163943629429,0.3560077768075398,0.9869032343490342
KRON,0.8674892051777877,0.436781705541042,0.46762163156169834
KROS,0.08855690487315182,0.2799328966204828,0.3299019512091851
KRP,0.8201228563241734,0.034364234352696976,0.875503316848429
KRRO,0.8184805714437184,0.8952307018532842,0.9202927150374579
KRT,0.9649993808490605,0.15345867256759405,0.9821626176824239
KRUS,0.6086756987508065,0.381776511357926,0.8989142487186248
KRYS,0.8261412602760165,0.450777329506446,0.89818807234292
KSCP,0.4832666619267866,0.0031078127310322223,0.2859506217820086
KSS,0.6663265820832621,0.4122238696812133,0.604234625205966
KT,0.8561123084774638,0.7314015360876973,0.9445096852820706
KTB,0.8631345959998873,0.6138883621354729,0.8580232138280818
KTCC,0.0002531991852993107,0.004882058331382,0.007492077790290597
KTOS,0.565391847089191,0.6945412798687276,0.8506120317200768
KTRA,0.0003355380858684849,1.5010953104880472e-05,3.07999933816648e-12
KTTA,0.01823382309400612,0.0026076249902245996,0.6742291784133521
KUKE,0.9485041106440216,0.1491080991738155,0.9973939040797906
KULR,9.861564836607416e-15,1.4457586019007001e-15,2.20509799988329e-17
KURA,7.940335760965748e-06,0.0024100249331421297,4.5321971625172914e-18
KVAC,2.0603354183741304e-09,4.5798080198837773e-07,0.000306989805438455
KVHI,2.1607126062074416e-05,0.0035062129572608347,0.0042173679225909755
KVUE,0.9677498949603572,0.5958395248660944,0.9695069685524972
KVYO,0.9516550893184971,0.6071753106217346,0.9635718662882109
KW,0.0016855812357868816,0.0007573088573908926,0.004682989384639291
KWE,0.9895924513710543,0.3785934718411159,0.8673144521487568
KWR,9.396376038798508e-07,2.1388913329410725e-06,1.214257629147474e-07
KXIN,2.7925915903481834e-06,6.2151722337459554e-06,4.975285366530089e-06
KYMR,0.9725290229913148,0.7670743660789991,0.9330703032080365
KZIA,9.302730350923576e-08,1.109825144352821e-06,3.345272894912687e-09
KZR,0.6150019700981612,0.7533762493869356,0.759830441404164
L,0.9472021907530803,0.18719751777397187,0.8878705821061154
LAAC,2.1580898797686244e-05,5.42332075409062e-05,1.4287843932921246e-11
LAB,0.9958535297660559,0.7982247949299102,0.9875039310059822
LABP,0.908717047988893,0.22353256989174486,0.9812272868594699
LAC,0.8654126553658441,0.5441766860542414,0.8632171552062963
LAD,0.0003096671032980705,0.06180606023167001,0.04954712015575946
LADR,0.9259544851954239,0.8594846914380442,0.9560783795965544
LAES,0.5595919651137431,0.02619223064981191,0.9977683204322179
LAKE,1.836422417408018e-05,0.0012605303201772555,0.002101482983542069
LAMR,0.40449420753412013,0.3293954127805242,0.187379057688716
LANC,1.4067140497549745e-12,2.5430305291526525e-12,5.719259838842829e-14
LAND,0.7754462410909622,0.21683290123864007,0.7588133190620686
LANV,0.3007172753942505,0.00898863848642295,0.5792640325631276
LARK,3.253957036527981e-06,0.009118023297304934,0.018818306872120272
LASE,0.6070260674194932,0.4041623603318,0.8317055305824992
LASR,0.9795552545931094,0.310201818438237,0.8602530403117368
LATG,1.7052698956436196e-15,6.986002423635376e-16,3.530325434471327e-30
LAUR,0.7912246812871425,0.8236807722359965,0.8242088058381061
LAW,0.7274323655253581,0.3553303940353404,0.34701487689430655
LAZ,0.8609144661593839,0.06407226232893604,0.9508842523140766
LAZR,1.6411036160794365e-07,2.164500648875381e-08,4.548701649507538e-08
LAZY,7.682212286859844e-09,2.729801926829448e-09,5.220723968724852e-10
LBAI,7.960026360016937e-36,2.5833664862813975e-15,3.3464820200679085e-16
LBPH,0.8577299969301102,0.05230659941393123,0.8913493282990764
LBRDA,0.9315889773125882,0.5809421428522787,0.8310068092201693
LBRDK,0.763042755405362,0.5823835580219237,0.8448009774305436
LBRT,0.8025369514922116,0.5753366876760331,0.9159763697124014
LBTYA,0.6451848026296498,0.08572383389504579,0.6674900098454142
LBTYB,0.7621964427843687,0.35320786316858854,0.5914925409418843
LBTYK,0.509811772269922,0.3158409166912254,0.8693356593990748
LC,0.8594264986928276,0.5264763211824919,0.8519027510172403
LCFY,0.5634201693248926,0.8380433111057398,0.8297258263147745
LCID,0.08430836921334628,1.968512414766824e-11,0.14532974962002654
LCII,5.841078638621648e-11,5.299490620283128e-10,2.936704910426355e-27
LCNB,1.4067140497551338e-12,4.888824836428134e-13,1.1566398154744115e-11
LCTX,1.2879302107632417e-10,4.3851116825758715e-09,1.31122393417464e-14
LCUT,0.0016855812357884359,0.0018393466544230908,0.0016182487385537625
LCW,9.396376038798508e-07,9.01930786368011e-07,1.452968447025456e-09
LDI,0.8565062742166796,0.03456954763979869,0.7228575112880886
LDOS,0.9523264987209019,0.16182534707674834,0.9862441674028506
LDTC,0.09234277246892231,0.007599878775290114,0.440725150366007
LDWY,1.4912433786657873e-20,1.8584376149749672e-20,2.7453298756731244e-42
LE,0.569248203174383,0.5636787214180004,0.7269222961944901
LEA,0.5768372316245562,0.1911819479997311,0.6100108738767265
LECO,3.1712159255246428e-06,0.016408934830068223,0.0832194774666003
LEDS,0.0009400636725993561,0.00029638096007949096,0.8382666861372017
LEE,0.07978481360196665,0.08050892793759212,0.13118020441274703
LEG,8.286807656480353e-07,0.00145382657214288,0.01520500557656046
LEGH,0.9846115835378937,0.2047355103346078,0.9987476796891275
LEGN,0.7934422020097163,0.5165466416013831,0.8705214692604306
LEN,0.6514633455050902,0.4415117417868831,0.6159547349713368
LESL,0.9789430802047122,0.48767349663577175,0.976972418963645
LEU,0.2663590614197646,0.12077185834502924,0.4501364369423404
LEV,0.43802356622363847,0.10718009936976447,0.49052775131405324
LEVI,0.9091437013227672,0.8012083077220294,0.9931284550647131
LEXX,0.5648478338513114,0.19973695647395984,0.6137337022863372
LFCR,0.01524248044810217,0.09354945274188864,0.06999783526805758
LFLY,0.0001404186220032933,4.658397717775117e-07,1.4754445031967375e-11
LFMD,1.4067140497551447e-12,1.933914012770521e-12,1.7887065571463166e-21
LFST,0.6470471276409538,0.019329771923873085,0.8825791626522766
LFT,0.7107358143149483,0.008879993719235313,0.7974231804781806
LFUS,2.1607126062074193e-05,0.007141016560912372,0.002556688649494321
LFVN,1.965463108936918e-22,1.099324782851221e-22,3.2393358067422783e-25
LGCB,0.18633717896656554,0.33874670709641674,0.5671207793280668
LGF.B,0.6639999999999998,0.13076892694258901,0.8081648728909374
LGHL,2.160712606207477e-05,2.712280350549493e-05,2.645732400464812e-10
LGIH,0.6854970708911114,0.5289300428180399,0.34628225619554276
LGL,2.16071260591445e-05,0.0006019385504315578,0.000440115800238576
LGMK,0.2927503675824279,0.07968826722216649,0.7433123221935183
LGND,0.00033553808584875717,0.012064481051290099,0.014543452920712019
LGO,2.7351554834573548e-08,6.305530230945943e-08,7.842915748263677e-14
LGVN,0.9545427611659986,0.39112811943005943,0.9859057102276015
LH,0.014123857836258136,0.038763423708800815,0.044813859795765576
LHX,0.8296612749893659,0.4361498715393869,0.9510165728820207
LI,0.4565050017032156,0.35040197305877796,0.5792141625199553
LIAN,0.9883197146910243,0.4044404566769747,0.873716873275885
LIBY,2.7351554834571666e-08,5.2497055257297115e-08,9.688216041930451e-07
LICN,0.7015535051870091,0.017729144564103128,0.6890244809145765
LICY,0.9723097850399463,0.18087700748392144,0.8160984942521329
LIDR,0.06876162319575807,1.1197101213249846e-07,0.2414269587614969
LIFE,0.255647846104476,0.5281294765927576,0.7135217840561043
LIFW,0.844757116728768,0.2592396371684226,0.7814545370100772
LII,0.38720853552840806,0.07247230292836859,0.5586154571748809
LILA,0.801194158242933,0.1841128179061482,0.9884416332288991
LILAK,0.004604648034845393,1.0255736627404537e-06,0.634276050726051
LILM,0.6494592249660378,0.06079636259834076,0.3163513399515907
LIN,0.06845272043403616,0.1096164615483336,0.18577088080548698
LINC,0.8137916123089008,6.944823734620641e-05,0.984617194650756
LIND,9.861564836612097e-15,7.546672874879879e-15,1.0574728397094866e-21
LINK,0.7693003176162829,0.8858899903311461,0.805091448469134
LIPO,0.9994889773710371,0.3524563259842134,0.9980271267302742
LIQT,0.0007682122339969233,0.003163594698349259,0.010220095203580248
LITB,0.7022720404579812,0.042436709498714476,0.9080564180713797
LITE,0.7664984897405871,0.08140905676281085,0.7225669991607488
LITM,0.49373095114933563,0.40861031987799046,0.8850408966628276
LIVE,2.262600951561558e-09,1.1604960683653282e-07,7.591975444964842e-11
LIVN,0.9885219184904392,0.3669548067650301,0.9988941769661542
LIXT,6.284378818787169e-44,1.6373684132958948e-20,7.517577383291198e-44
LKCO,0.35416832993085123,2.9348567923847694e-06,0.39523621600773207
LKFN,5.274019622189826e-10,1.3380637929553835e-09,4.828176602585689e-15
LKQ,0.8641273169365118,0.4280267881872595,0.8840822597066617
LL,0.9708751852933161,0.5520076752841455,0.8641767781680165
LLAP,7.9403357609657e-06,3.878384512704533e-05,6.683701684074612e-08
LLY,0.24951768784026285,0.538723723324166,0.30694151620319055
LMAT,0.8677128943515184,0.1506077442506395,0.7623392715623751
LMB,5.5124534540981044e-14,4.592021434240191e-10,1.2840882531132872e-10
LMFA,0.7173848226200051,0.09678950527317365,0.32512343638545926
LMND,0.1619214806211673,0.4006015744687531,0.17318229454706313
LMNR,6.559549886906919e-26,2.8645846866123503e-19,9.691988876991464e-60
LMT,0.3739845695069388,0.4239339515976607,0.375732768180734
LNC,0.6298196065434407,0.5548650722496112,0.7592305078417826
LND,2.830515996855453e-13,1.4008066270894684e-13,5.7895732731878855e-25
LNG,1.1917533751920165e-19,1.9465018331299919e-19,5.398421406902706e-27
LNKB,0.918203770048891,0.028693797034726076,0.7320725721579615
LNN,0.2770115984598822,0.5360930814954383,0.3519761374244449
LNSR,0.8282933524341427,0.3321274066476956,0.8570146440663365
LNT,0.050067576950804105,0.01787888672226856,0.016142165379525508
LNTH,0.7644468148142863,0.6401556905665928,0.9116518903231825
LNW,5.418411762417845e-14,5.9635509423354324e-15,2.888963904866145e-14
LNZA,7.94033576111377e-06,1.0026522710636399e-05,1.039228656518342e-05
LOAN,0.35065986779944813,0.2741949232402703,0.261702921409077
LOB,0.812498229644462,0.556200884864426,0.8920541745958178
LOCL,0.00014041862200329258,5.031121098031433e-07,0.00022198088409526224
LOCO,0.9389998945232427,0.14306453649355044,0.9757533864718124
LODE,0.3586359005267141,0.17940064383563747,0.6566702172857136
LOGI,0.2359049705975338,0.1564200215173901,0.5092274798777258
LOMA,0.8635293579432588,0.6723365304780929,0.9337190989128953
LOOP,0.660986523322675,0.3553320296049993,0.9242351738726649
LOPE,0.8696836633108221,0.7785792645661198,0.6350258444683132
LOVE,0.8783452267865234,0.05897816956155688,0.967844200825207
LOW,0.3523038122184273,0.6689256049503016,0.40904780439744215
LPCN,2.7925915903506047e-06,3.7647356179306e-05,2.64805200566266e-10
LPG,0.9867547430964225,0.3799606246295586,0.8430262288378025
LPL,0.9049811413116567,0.6346760086448423,0.9253782753667228
LPLA,0.9840146885132928,0.26742564542828173,0.9238531719266982
LPRO,1.9654631089375672e-22,7.97535395882672e-22,4.5173298891647574e-36
LPSN,0.026597389549974038,0.029465780176278544,0.6957744363777433
LPTH,9.861564836478652e-15,1.1005857597154407e-14,4.8070441919902423e-23
LPTV,0.09690516394263426,0.07199531981217067,0.2015544722633883
LPTX,0.9841837243507521,0.6228614471533227,0.9559645876683127
LPX,0.000886209960377804,0.2680969968629744,0.45762039161855494
LQDA,0.5691038323490225,0.38757434863036944,0.5123451868352917
LQDT,0.7066607782597844,0.29277298840253774,0.905232468624596
LQR,0.9662506543912142,0.16537602141656493,0.9134639272384472
LRCX,2.998979645836343e-11,5.4952099579928106e-11,2.2116474790876406e-11
LRE,0.43464481016767886,0.08014097640080498,0.5953899900716412
LRFC,0.9291825678276264,0.5345879364851625,0.9800765084572268
LRHC,0.17676264814620246,0.007288264527095523,0.8365141356192699
LRMR,0.9025664827136664,0.17742791592878193,0.9311761614341452
LRN,0.9694331860361189,0.9062283424384067,0.9716722031396605
LSAK,1.238846195128172e-06,0.002793597119863267,0.003161711610292439
LSBK,0.07791795159564585,0.030708316763724985,0.06447117644142253
LSCC,0.060257450612033026,0.07949558709676585,0.03785570350844658
LSDI,0.7374664847521702,0.34259259214939386,0.9217216794414655
LSEA,2.830515996855453e-13,1.2216877260269058e-13,1.0532354365311432e-24
LSF,0.62641420246055,0.42243099265556394,0.8386963733272748
LSPD,0.911208840792132,0.7062944863524865,0.9644966742429879
LSTA,0.0726303679823701,0.09079312090741365,0.04017832398768084
LSTR,0.00013985263911720782,0.06937311534232848,0.0826757081558378
LTBR,0.00021222368369195805,0.007413110789900368,0.007906895440972783
LTC,9.396515579000154e-07,2.7904001432657144e-06,4.505346135168305e-06
LTH,0.9505843563713129,0.6645946865296873,0.7084281952277629
LTRN,0.9727588928855497,0.299567257044687,0.9980768844344858
LTRX,0.013826149564907353,0.030746407091840622,0.7964323029594941
LTRY,0.7304928228456775,0.05371677632847405,0.7444323893715945
LU,0.6398795706049978,0.798346421233279,0.6503732740266437
LUCD,0.6529466664015512,0.2900655265759907,0.5312076245029809
LUCY,0.750669571182579,0.19998118468970272,0.771732270917402
LULU,0.9980501607365642,0.9927758789240795,0.9985792691595508
LUMN,3.757473146342768e-05,0.0008515848241645863,0.0002694929963314748
LUMO,0.31446969541737413,0.017718273216391855,0.65619844488419
LUNA,0.10633132211753249,0.0025131340030365434,0.5790215983342897
LUNG,0.9574640378166488,0.38631526176197784,0.981200830890864
LUNR,4.4672377797663934e-11,1.523479118116819e-07,3.541230501325976e-07
LUV,0.3387209553092061,0.7936809288048289,0.41193758746276143
LUXH,0.9609852060424054,0.762553344946425,0.836700398459896
LVLU,0.9271749745152179,0.49190670317210916,0.9442799922461709
LVO,1.9253735222618367e-39,4.2978970439029024e-23,1.594865876617045e-17
LVRO,7.940348187436748e-06,6.929404606519955e-05,1.760089021723931e-05
LVS,0.9604996481241181,0.6024081625969696,0.8672329713570844
LVTX,0.5974776280595686,0.006630845210256031,0.9815880466641528
LVWR,0.9708499870271131,0.03691420850639604,0.8947068394509415
LW,0.6819400322568754,0.6877902867951816,0.9367925699015107
LWAY,7.682212286859844e-09,1.656249999245246e-07,3.840063165659021e-08
LWLG,0.050553183429937976,0.029993980538673193,0.08273355926455783
LX,0.20623773898855136,0.00021087294496689336,0.7673223067523669
LXEH,0.6825933409103941,0.04155381558755833,0.896170212196163
LXEO,0.8596458802412356,0.42480495819303954,0.9674340535552798
LXFR,0.6475821838192906,0.5114736323209115,0.708280675913125
LXP,0.00012291386930122025,0.0055101612553882795,0.07886568559352358
LXRX,0.27935978565135267,0.47077403407785334,0.6632222777130174
LXU,7.788778227416821e-10,4.2327731536083035e-09,8.416212300814532e-13
LYB,0.90062581415015,0.46590520537601476,0.4991917072228814
LYEL,0.5120990029638526,0.4641625672615246,0.46027464590975986
LYFT,0.8991177093380399,0.5573503444565928,0.9690885712255974
LYG,0.4522770994356121,0.27000405987715603,0.7456024395231877
LYRA,0.9507883780396527,0.44996786538925837,0.9868866841126523
